298 297 298 0.24
171 169 171 0.22
85 86 85 0.2
85 85 85 0.2
144 144 144 0.23
168 170 168 0.23
84 85 84 0.19
47 45 47 0.16
23 23 23 0.1
11 11 11 0.06
13 13 13 0.04
3 3 3 0.02
12 13 12 0.07
30 31 30 0.1
24 24 24 0.12
11 11 11 0.07
30 30 30 0.11
32 32 32 0.09
16 15 16 0.08
5 5 5 0.04
5 5 5 0.03
10 10 10 0.06
34 36 34 0.12
45 47 45 0.13
49 47 49 0.12
53 55 53 0.13
33 35 33 0.13
69 68 69 0.17
41 37 41 0.13
44 45 44 0.12
41 41 41 0.1
1 1 1 0.
3 2 3 0.03
6 6 6 0.05
13 12 13 0.07
7 8 7 0.05
2 2 2 0.02
2 2 2 0.02
1 1 1 0.01
2 2 2 0.02
14 13 14 0.09
34 33 34 0.13
51 52 51 0.12
90 90 90 0.18
117 116 117 0.2
121 120 121 0.18
69 68 69 0.13
49 48 49 0.09
61 62 61 0.1
79 78 79 0.13
136 137 136 0.17
156 156 156 0.19
90 91 90 0.2
165 166 165 0.23
202 204 202 0.23
156 156 156 0.19
40 41 40 0.13
10 9 10 0.08
10 10 10 0.08
34 33 34 0.11
68 68 68 0.17
144 145 144 0.2
407 408 407 0.26
465 464 465 0.26
537 540 537 0.26
674 674 674 0.27
715 713 715 0.28
717 714 717 0.27
551 553 551 0.26
356 355 356 0.25
165 169 165 0.22
96 97 96 0.21
124 124 124 0.22
114 114 114 0.22
66 66 66 0.19
43 44 43 0.17
39 40 39 0.16
22 23 22 0.13
14 14 14 0.09
6 6 6 0.03
2 2 2 0.02
9 10 9 0.07
13 12 13 0.09
8 9 8 0.08
1 1 1 0.02
3 3 3 0.05
17 19 17 0.07
22 23 22 0.08
15 13 15 0.08
11 11 11 0.07
47 46 47 0.15
2 2 2 0.02
8 9 8 0.06
28 26 28 0.1
5 5 5 0.04
2 2 2 0.01
2 2 2 0.02
1 1 1 0.01
5 5 5 0.03
17 19 17 0.09
87 86 87 0.16
150 154 150 0.19
209 208 209 0.19
197 201 197 0.23
217 220 217 0.2
126 128 126 0.15
59 59 59 0.11
63 62 63 0.12
113 114 113 0.17
188 188 188 0.2
131 130 131 0.18
142 142 142 0.2
238 232 238 0.23
147 146 147 0.2
95 96 95 0.15
64 63 64 0.13
18 19 18 0.08
25 25 25 0.1
55 56 55 0.14
91 91 91 0.16
168 171 168 0.21
284 287 284 0.24
436 432 436 0.25
444 443 444 0.25
587 588 587 0.27
651 653 651 0.27
597 598 597 0.27
457 460 457 0.26
386 385 386 0.24
267 267 267 0.24
174 175 174 0.23
115 114 115 0.22
71 71 71 0.18
57 57 57 0.17
23 23 23 0.13
31 32 31 0.15
21 21 21 0.11
10 11 10 0.09
5 6 5 0.04
4 3 4 0.02
7 7 7 0.07
10 10 10 0.11
4 6 4 0.06
2 2 2 0.04
3 3 3 0.04
12 12 12 0.07
26 26 26 0.09
24 23 24 0.11
27 29 27 0.13
9 9 9 0.06
7 6 7 0.06
2 3 2 0.03
2 2 2 0.01
1 2 1 0.01
4 3 4 0.03
17 18 17 0.07
88 85 88 0.15
157 151 157 0.21
197 194 197 0.21
174 175 174 0.19
138 141 138 0.21
113 112 113 0.18
63 62 63 0.11
28 28 28 0.09
66 67 66 0.13
163 164 163 0.18
175 176 175 0.19
171 172 171 0.18
269 268 269 0.21
286 283 286 0.23
188 187 188 0.19
146 145 146 0.18
83 83 83 0.15
94 91 94 0.17
82 82 82 0.18
57 56 57 0.14
67 66 67 0.16
159 161 159 0.21
205 204 205 0.24
293 293 293 0.24
358 357 358 0.24
519 523 519 0.26
629 629 629 0.27
507 505 507 0.26
440 438 440 0.25
404 407 404 0.24
378 378 378 0.23
236 234 236 0.22
150 149 150 0.21
61 62 61 0.16
9 9 9 0.09
6 6 6 0.06
25 25 25 0.12
16 15 16 0.07
24 24 24 0.07
8 8 8 0.04
6 6 6 0.04
8 8 8 0.09
24 23 24 0.13
18 16 18 0.1
7 6 7 0.05
9 8 9 0.06
17 17 17 0.07
11 11 11 0.07
17 17 17 0.12
1 1 1 0.01
2 2 2 0.02
2 2 2 0.02
3 3 3 0.02
9 9 9 0.05
14 17 14 0.06
68 64 68 0.14
165 161 165 0.17
253 250 253 0.22
218 218 218 0.23
153 154 153 0.21
118 119 118 0.19
79 80 79 0.16
42 43 42 0.11
30 31 30 0.1
93 94 93 0.14
178 177 178 0.18
188 190 188 0.19
240 243 240 0.19
400 400 400 0.23
370 369 370 0.23
308 306 308 0.2
162 163 162 0.19
138 138 138 0.19
145 144 145 0.19
88 87 88 0.16
63 63 63 0.16
64 66 64 0.18
125 124 125 0.22
207 206 207 0.24
260 263 260 0.23
411 408 411 0.23
495 490 495 0.25
614 615 614 0.26
541 542 541 0.25
398 401 398 0.24
371 371 371 0.23
310 309 310 0.21
125 125 125 0.18
109 110 109 0.2
41 43 41 0.15
16 15 16 0.11
34 33 34 0.14
55 57 55 0.14
23 23 23 0.07
10 10 10 0.05
10 10 10 0.05
11 11 11 0.06
33 34 33 0.15
81 81 81 0.19
53 54 53 0.15
19 18 19 0.1
23 24 23 0.1
19 19 19 0.07
18 17 18 0.07
3 3 3 0.02
3 3 3 0.04
8 8 8 0.06
23 23 23 0.1
56 57 56 0.13
146 144 146 0.16
298 285 298 0.2
353 343 353 0.23
258 260 258 0.23
164 167 164 0.22
94 92 94 0.2
71 69 71 0.17
47 47 47 0.16
54 53 54 0.15
104 105 104 0.16
153 153 153 0.19
172 173 172 0.17
239 239 239 0.16
244 241 244 0.19
385 381 385 0.2
444 438 444 0.22
286 282 286 0.2
183 185 183 0.18
124 124 124 0.17
85 86 85 0.15
78 78 78 0.17
94 96 94 0.21
161 161 161 0.23
179 179 179 0.24
266 267 266 0.24
423 426 423 0.24
404 402 404 0.24
436 430 436 0.25
308 305 308 0.24
140 140 140 0.21
182 182 182 0.22
129 131 129 0.2
70 69 70 0.17
57 57 57 0.17
24 24 24 0.13
20 20 20 0.12
45 45 45 0.13
56 57 56 0.12
19 19 19 0.06
86 89 86 0.2
56 58 56 0.15
15 16 15 0.08
16 15 16 0.06
10 11 10 0.04
17 17 17 0.11
19 19 19 0.11
73 74 73 0.15
186 181 186 0.15
300 300 300 0.16
361 364 361 0.2
334 332 334 0.23
228 230 228 0.22
91 92 91 0.2
21 22 21 0.12
25 26 25 0.13
41 42 41 0.16
70 70 70 0.16
116 117 116 0.18
117 115 117 0.16
122 122 122 0.15
126 125 126 0.14
172 173 172 0.16
382 378 382 0.2
315 314 315 0.19
219 219 219 0.2
266 261 266 0.19
182 184 182 0.17
58 59 58 0.14
36 36 36 0.13
79 80 79 0.19
126 127 126 0.22
182 186 182 0.23
259 257 259 0.24
340 336 340 0.24
211 211 211 0.23
157 153 157 0.23
89 88 89 0.21
54 53 54 0.17
78 75 78 0.18
76 75 76 0.13
60 59 60 0.11
18 18 18 0.11
5 4 5 0.06
3 3 3 0.06
15 15 15 0.09
24 25 24 0.07
20 22 20 0.12
59 59 59 0.14
144 148 144 0.14
280 277 280 0.13
384 377 384 0.19
301 286 301 0.2
208 204 208 0.22
104 104 104 0.2
21 23 21 0.12
5 5 5 0.06
10 10 10 0.08
32 33 32 0.15
69 68 69 0.17
66 65 66 0.16
76 77 76 0.13
91 89 91 0.13
106 105 106 0.14
183 183 183 0.15
216 215 216 0.15
244 243 244 0.16
377 379 377 0.21
325 331 325 0.19
175 179 175 0.16
56 56 56 0.12
37 38 37 0.14
57 57 57 0.17
91 90 91 0.21
86 86 86 0.2
106 106 106 0.2
116 113 116 0.19
90 88 90 0.19
90 88 90 0.19
38 38 38 0.14
8 7 8 0.08
7 6 7 0.07
15 14 15 0.05
5 4 5 0.04
4 4 4 0.05
3 3 3 0.03
4 4 4 0.05
5 5 5 0.04
122 124 122 0.15
239 239 239 0.15
285 276 285 0.16
272 274 272 0.18
109 110 109 0.17
79 78 79 0.15
27 27 27 0.12
20 20 20 0.12
11 12 11 0.09
16 16 16 0.1
24 24 24 0.12
33 33 33 0.14
40 40 40 0.17
59 61 59 0.14
54 53 54 0.12
93 93 93 0.14
126 125 126 0.14
207 206 207 0.14
350 350 350 0.19
433 433 433 0.21
341 344 341 0.19
138 138 138 0.17
86 87 86 0.14
27 29 27 0.12
18 19 18 0.14
26 25 26 0.15
24 24 24 0.11
46 44 46 0.14
53 51 53 0.12
36 36 36 0.12
49 49 49 0.13
33 33 33 0.1
3 3 3 0.04
2 2 2 0.02
1 1 1 0.02
2 2 2 0.02
3 3 3 0.03
2 3 2 0.03
3 3 3 0.03
110 110 110 0.14
206 205 206 0.18
203 202 203 0.18
182 188 182 0.16
61 61 61 0.12
20 19 20 0.08
5 4 5 0.04
3 3 3 0.04
8 8 8 0.07
11 11 11 0.08
11 11 11 0.1
30 28 30 0.14
28 28 28 0.13
49 48 49 0.14
67 65 67 0.12
77 75 77 0.12
85 85 85 0.14
225 225 225 0.17
352 351 352 0.18
385 386 385 0.2
274 274 274 0.2
152 153 152 0.18
67 67 67 0.14
15 16 15 0.09
4 3 4 0.06
7 8 7 0.07
8 7 8 0.06
15 14 15 0.09
18 16 18 0.09
19 18 19 0.08
27 27 27 0.08
8 9 8 0.05
2 2 2 0.02
5 6 5 0.04
4 4 4 0.03
1 2 1 0.02
2 2 2 0.03
2 2 2 0.03
157 160 157 0.23
170 173 170 0.19
84 85 84 0.14
41 42 41 0.09
3 4 3 0.03
1 1 1 0.
1 1 1 0.01
4 4 4 0.05
4 4 4 0.05
11 12 11 0.09
19 18 19 0.1
22 24 22 0.09
51 51 51 0.11
56 57 56 0.11
36 37 36 0.1
67 67 67 0.18
173 173 173 0.21
249 247 249 0.2
336 336 336 0.19
333 333 333 0.19
225 224 225 0.17
86 86 86 0.13
51 50 51 0.12
22 21 22 0.11
17 17 17 0.11
10 9 10 0.08
27 26 27 0.09
43 43 43 0.11
49 50 49 0.1
38 38 38 0.07
5 5 5 0.03
3 3 3 0.02
8 7 8 0.06
3 3 3 0.05
3 3 3 0.04
1 1 1 0.02
101 102 101 0.2
122 121 122 0.17
74 73 74 0.15
31 31 31 0.1
4 5 4 0.03
1 2 1 0.01
1 1 1 0.01
3 4 3 0.04
17 17 17 0.1
11 10 11 0.09
22 21 22 0.09
36 35 36 0.08
35 36 35 0.1
42 42 42 0.1
29 30 29 0.13
55 55 55 0.17
83 83 83 0.17
161 161 161 0.18
242 240 242 0.17
274 273 274 0.15
187 187 187 0.13
84 82 84 0.12
80 79 80 0.15
49 49 49 0.15
34 32 34 0.11
14 14 14 0.08
19 18 19 0.1
13 13 13 0.08
42 42 42 0.09
22 23 22 0.06
8 8 8 0.02
3 3 3 0.03
6 6 6 0.05
5 6 5 0.05
3 3 3 0.03
93 93 93 0.16
60 61 60 0.16
13 14 13 0.08
2 2 2 0.01
1 1 1 0.
1 1 1 0.
4 6 4 0.05
13 13 13 0.1
29 29 29 0.1
71 71 71 0.14
64 64 64 0.13
36 36 36 0.12
38 38 38 0.12
52 53 52 0.14
94 97 94 0.2
130 131 130 0.22
175 182 175 0.19
306 309 306 0.18
276 276 276 0.15
188 189 188 0.13
97 98 97 0.13
87 87 87 0.15
58 58 58 0.16
39 38 39 0.13
8 8 8 0.07
4 4 4 0.05
15 16 15 0.09
28 28 28 0.09
7 7 7 0.05
3 3 3 0.03
2 3 2 0.04
5 4 5 0.05
88 89 88 0.19
50 50 50 0.15
16 15 16 0.1
1 1 1 0.01
1 1 1 0.
2 2 2 0.02
12 12 12 0.09
35 34 35 0.12
61 61 61 0.15
82 81 82 0.18
81 81 81 0.18
68 65 68 0.14
53 53 53 0.14
82 83 82 0.17
92 92 92 0.2
150 146 150 0.22
183 180 183 0.21
329 329 329 0.21
330 324 330 0.18
217 216 217 0.16
169 165 169 0.18
127 129 127 0.2
64 65 64 0.18
14 15 14 0.11
6 6 6 0.05
3 3 3 0.05
18 18 18 0.08
13 12 13 0.07
3 3 3 0.03
3 3 3 0.04
67 66 67 0.18
21 24 21 0.1
3 3 3 0.03
3 3 3 0.03
12 12 12 0.09
27 27 27 0.14
61 61 61 0.16
102 102 102 0.2
100 99 100 0.2
92 91 92 0.18
98 98 98 0.17
68 69 68 0.15
59 59 59 0.13
115 115 115 0.19
146 144 146 0.21
176 178 176 0.21
274 276 274 0.22
148 149 148 0.17
110 109 110 0.16
5 6 5 0.05
8 8 8 0.06
4 5 4 0.04
84 85 84 0.17
36 37 36 0.13
12 12 12 0.08
9 9 9 0.09
24 25 24 0.13
39 41 39 0.18
74 73 74 0.18
165 164 165 0.23
176 177 176 0.23
176 177 176 0.21
80 81 80 0.17
49 48 49 0.13
67 67 67 0.14
65 65 65 0.17
79 79 79 0.19
103 105 103 0.17
101 96 101 0.17
24 24 24 0.11
16 13 16 0.11
29 25 29 0.13
37 37 37 0.14
61 61 61 0.18
138 139 138 0.22
235 236 235 0.25
197 198 197 0.23
181 182 181 0.22
105 105 105 0.19
81 81 81 0.16
49 49 49 0.16
27 26 27 0.15
43 43 43 0.14
43 44 43 0.13
36 36 36 0.14
71 70 71 0.15
172 170 172 0.23
319 316 319 0.25
384 382 384 0.26
261 262 261 0.25
175 174 175 0.22
141 144 141 0.2
92 91 92 0.18
42 44 42 0.16
27 29 27 0.13
58 60 58 0.16
129 132 129 0.19
309 306 309 0.24
455 452 455 0.27
482 482 482 0.26
54 56 54 0.18
164 164 164 0.22
390 390 390 0.26
154 157 154 0.22
9 9 9 0.08
10 8 10 0.08
23 22 23 0.09
28 28 28 0.1
10 10 10 0.08
61 62 61 0.17
119 117 119 0.2
9 8 9 0.05
2 2 2 0.02
1 2 1 0.02
1 2 1 0.02
7 7 7 0.06
11 10 11 0.06
6 6 6 0.07
60 62 60 0.17
107 108 107 0.18
7 7 7 0.07
4 4 4 0.06
7 6 7 0.07
4 3 4 0.04
7 6 7 0.06
9 9 9 0.08
8 8 8 0.06
8 8 8 0.06
26 27 26 0.11
78 78 78 0.17
53 52 53 0.16
16 16 16 0.09
16 16 16 0.07
17 16 17 0.08
37 38 37 0.12
22 25 22 0.1
23 22 23 0.1
12 13 12 0.07
11 12 11 0.09
56 57 56 0.15
137 134 137 0.19
77 79 77 0.18
19 19 19 0.09
36 37 36 0.13
47 45 47 0.14
72 72 72 0.15
50 50 50 0.15
46 45 46 0.14
42 41 42 0.14
30 31 30 0.13
48 46 48 0.12
24 27 24 0.11
161 164 161 0.2
220 214 220 0.2
272 272 272 0.22
143 143 143 0.2
104 104 104 0.2
64 64 64 0.2
84 85 84 0.21
90 89 90 0.18
57 58 57 0.17
52 52 52 0.14
50 51 50 0.12
41 42 41 0.15
23 22 23 0.12
39 41 39 0.13
156 157 156 0.19
418 413 418 0.24
454 454 454 0.25
237 236 237 0.21
163 161 163 0.22
187 188 187 0.24
195 193 195 0.23
209 207 209 0.22
163 163 163 0.22
82 81 82 0.18
81 78 81 0.14
81 78 81 0.15
70 69 70 0.17
49 49 49 0.16
40 40 40 0.14
90 89 90 0.19
108 105 108 0.2
39 44 39 0.16
108 111 108 0.18
295 298 295 0.23
442 441 442 0.26
293 293 293 0.23
447 449 447 0.24
358 353 358 0.24
300 301 300 0.23
469 464 469 0.25
426 421 426 0.26
309 310 309 0.23
194 196 194 0.18
110 109 110 0.16
94 95 94 0.19
79 78 79 0.19
55 55 55 0.15
40 40 40 0.14
50 49 50 0.17
42 44 42 0.15
67 68 67 0.15
51 47 51 0.09
24 26 24 0.06
21 19 21 0.13
23 24 23 0.15
67 70 67 0.17
225 217 225 0.19
334 333 334 0.23
511 512 511 0.27
430 435 430 0.25
349 349 349 0.23
391 390 391 0.25
485 486 485 0.25
531 531 531 0.26
478 479 478 0.25
369 371 369 0.23
236 239 236 0.21
183 176 183 0.2
90 90 90 0.15
94 95 94 0.16
72 72 72 0.14
40 40 40 0.13
13 15 13 0.12
23 24 23 0.11
28 28 28 0.07
9 9 9 0.05
9 8 9 0.04
2 2 2 0.02
30 29 30 0.13
31 31 31 0.14
47 46 47 0.17
114 113 114 0.2
232 234 232 0.22
305 308 305 0.24
470 472 470 0.26
568 567 568 0.25
398 391 398 0.25
399 406 399 0.24
519 521 519 0.26
373 372 373 0.21
250 246 250 0.19
190 185 190 0.19
136 135 136 0.17
121 119 121 0.15
99 99 99 0.13
82 81 82 0.15
78 77 78 0.16
85 88 85 0.18
44 43 44 0.12
28 28 28 0.08
42 42 42 0.09
5 4 5 0.04
2 2 2 0.01
1 1 1 0.01
3 3 3 0.04
11 12 11 0.07
15 14 15 0.08
10 9 10 0.09
14 12 14 0.09
15 15 15 0.1
23 22 23 0.12
75 75 75 0.16
261 262 261 0.22
325 323 325 0.25
399 398 399 0.25
447 446 447 0.24
450 448 450 0.24
291 291 291 0.24
291 288 291 0.21
223 227 223 0.15
98 99 98 0.13
71 70 71 0.13
48 47 48 0.11
52 53 52 0.12
48 49 48 0.12
91 92 91 0.16
141 141 141 0.19
147 143 147 0.17
111 111 111 0.13
44 44 44 0.07
12 12 12 0.05
2 2 2 0.02
1 1 1 0.
1 1 1 0.01
2 2 2 0.03
9 8 9 0.07
24 22 24 0.07
67 66 67 0.1
28 28 28 0.08
10 11 10 0.05
3 3 3 0.04
4 4 4 0.05
6 6 6 0.08
7 6 7 0.07
66 66 66 0.14
149 152 149 0.21
172 170 172 0.22
216 214 216 0.23
273 272 273 0.23
234 237 234 0.22
166 165 166 0.21
159 158 159 0.17
103 106 103 0.11
59 58 59 0.09
30 31 30 0.08
14 15 14 0.05
18 19 18 0.08
44 44 44 0.1
112 113 112 0.14
187 187 187 0.17
135 134 135 0.18
90 94 90 0.11
14 15 14 0.05
3 3 3 0.02
1 1 1 0.01
1 1 1 0.01
5 6 5 0.03
11 9 11 0.05
17 18 17 0.08
36 37 36 0.09
59 58 59 0.1
83 82 83 0.14
111 111 111 0.13
73 76 73 0.1
12 14 12 0.08
6 6 6 0.05
1 2 1 0.01
1 1 1 0.02
2 2 2 0.03
3 2 3 0.03
35 36 35 0.08
92 90 92 0.13
64 62 64 0.14
94 93 94 0.17
92 90 92 0.18
35 34 35 0.13
71 70 71 0.15
101 101 101 0.13
61 60 61 0.09
46 47 46 0.08
41 42 41 0.07
8 8 8 0.05
3 3 3 0.04
16 17 16 0.07
60 61 60 0.11
62 61 62 0.15
92 92 92 0.16
50 50 50 0.11
10 9 10 0.05
2 2 2 0.02
1 1 1 0.01
8 8 8 0.06
16 15 16 0.08
30 29 30 0.08
32 32 32 0.11
83 80 83 0.16
78 77 78 0.13
54 54 54 0.1
34 35 34 0.09
57 57 57 0.1
70 69 70 0.11
72 72 72 0.12
54 54 54 0.15
19 20 19 0.13
2 2 2 0.03
1 1 1 0.01
1 1 1 0.
1 1 1 0.
1 1 1 0.
8 8 8 0.04
20 20 20 0.04
16 16 16 0.06
16 15 16 0.09
9 9 9 0.06
9 10 9 0.06
31 32 31 0.09
70 70 70 0.1
54 54 54 0.09
44 43 44 0.07
41 42 41 0.08
10 10 10 0.05
4 4 4 0.04
12 12 12 0.07
17 17 17 0.09
25 27 25 0.12
52 53 52 0.15
14 15 14 0.07
1 1 1 0.01
2 2 2 0.01
4 4 4 0.03
33 33 33 0.13
65 67 65 0.16
108 107 108 0.15
113 108 113 0.15
173 176 173 0.18
98 99 98 0.15
61 59 61 0.12
6 9 6 0.05
11 12 11 0.07
20 20 20 0.11
23 22 23 0.08
59 58 59 0.15
128 123 128 0.17
101 103 101 0.17
47 47 47 0.16
12 12 12 0.1
6 6 6 0.04
5 4 5 0.02
2 2 2 0.01
1 1 1 0.
2 3 2 0.01
4 3 4 0.02
5 5 5 0.02
2 2 2 0.01
2 1 2 0.02
2 3 2 0.02
11 10 11 0.04
10 10 10 0.04
32 33 32 0.07
22 22 22 0.06
12 11 12 0.05
11 11 11 0.05
13 13 13 0.06
24 23 24 0.09
34 34 34 0.09
26 26 26 0.09
29 29 29 0.11
34 35 34 0.11
10 10 10 0.05
2 2 2 0.02
10 9 10 0.04
15 16 15 0.09
103 104 103 0.17
138 138 138 0.2
165 163 165 0.19
268 261 268 0.19
279 281 279 0.2
104 107 104 0.14
14 15 14 0.08
2 2 2 0.03
3 3 3 0.03
1 2 1 0.01
14 13 14 0.07
4 4 4 0.03
14 14 14 0.09
24 23 24 0.1
42 39 42 0.12
80 80 80 0.17
121 123 121 0.18
72 72 72 0.16
24 25 24 0.13
11 11 11 0.09
11 11 11 0.07
23 23 23 0.06
3 3 3 0.01
1 1 1 0.
2 2 2 0.01
2 2 2 0.01
1 1 1 0.
1 1 1 0.
1 1 1 0.01
2 2 2 0.01
3 3 3 0.02
7 7 7 0.03
9 10 9 0.04
18 18 18 0.04
11 10 11 0.03
4 5 4 0.03
8 7 8 0.06
27 28 27 0.09
73 72 73 0.12
69 70 69 0.14
35 36 35 0.11
22 21 22 0.1
26 25 26 0.09
20 19 20 0.09
34 30 34 0.1
77 78 77 0.15
162 163 162 0.19
174 173 174 0.2
139 139 139 0.2
139 135 139 0.17
177 171 177 0.16
62 66 62 0.11
3 4 3 0.04
10 9 10 0.05
7 7 7 0.04
1 1 1 0.01
1 1 1 0.
1 2 1 0.02
5 5 5 0.03
3 3 3 0.03
7 6 7 0.06
24 26 24 0.11
116 115 116 0.2
108 108 108 0.18
130 131 130 0.19
72 73 72 0.18
46 44 46 0.16
40 39 40 0.13
40 40 40 0.11
7 8 7 0.03
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.01
2 2 2 0.02
2 2 2 0.03
5 4 5 0.03
8 9 8 0.04
22 22 22 0.05
34 33 34 0.05
23 23 23 0.04
3 3 3 0.02
1 1 1 0.02
6 6 6 0.05
39 40 39 0.13
44 43 44 0.11
13 13 13 0.08
27 27 27 0.14
45 44 45 0.15
72 71 72 0.17
99 97 99 0.15
118 113 118 0.16
149 149 149 0.19
103 99 103 0.18
87 90 87 0.16
80 77 80 0.15
84 82 84 0.15
21 24 21 0.09
10 10 10 0.07
11 10 11 0.07
6 6 6 0.07
2 2 2 0.03
2 2 2 0.03
13 14 13 0.07
52 54 52 0.15
14 14 14 0.05
14 14 14 0.03
52 51 52 0.11
36 36 36 0.11
37 36 37 0.1
84 88 84 0.15
95 97 95 0.17
110 108 110 0.2
143 143 143 0.22
125 125 125 0.19
84 84 84 0.17
21 22 21 0.09
1 1 1 0.01
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
2 2 2 0.02
1 1 1 0.02
1 1 1 0.02
5 6 5 0.04
27 27 27 0.09
23 23 23 0.06
17 17 17 0.05
4 4 4 0.04
3 4 3 0.04
6 6 6 0.06
16 16 16 0.11
5 5 5 0.04
22 24 22 0.11
117 119 117 0.2
97 95 97 0.2
129 130 129 0.18
183 183 183 0.18
159 159 159 0.19
110 113 110 0.19
33 34 33 0.14
24 21 24 0.11
29 29 29 0.11
88 89 88 0.16
83 83 83 0.13
25 25 25 0.12
29 29 29 0.13
34 34 34 0.12
14 14 14 0.1
14 13 14 0.1
30 30 30 0.13
67 66 67 0.18
153 153 153 0.21
17 16 17 0.1
12 10 12 0.06
5 5 5 0.04
28 29 28 0.1
51 51 51 0.1
34 33 34 0.1
90 89 90 0.15
96 97 96 0.19
118 119 118 0.2
250 249 250 0.2
212 217 212 0.2
106 107 106 0.16
45 44 45 0.1
8 7 8 0.06
6 5 6 0.04
2 2 2 0.02
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.01
1 1 1 0.01
4 4 4 0.03
15 14 15 0.04
5 5 5 0.04
16 16 16 0.06
20 21 20 0.08
10 9 10 0.06
3 3 3 0.04
8 7 8 0.05
13 13 13 0.09
19 18 19 0.09
60 65 60 0.14
160 160 160 0.19
136 136 136 0.2
200 205 200 0.19
244 239 244 0.19
194 195 194 0.21
78 82 78 0.17
71 70 71 0.16
49 50 49 0.13
69 69 69 0.17
98 99 98 0.19
84 84 84 0.18
63 61 63 0.19
77 75 77 0.15
84 84 84 0.14
73 73 73 0.15
45 44 45 0.13
62 62 62 0.16
51 49 51 0.17
81 79 81 0.19
49 48 49 0.18
58 58 58 0.14
61 59 61 0.13
46 45 46 0.09
36 39 36 0.1
82 82 82 0.15
80 81 80 0.15
85 85 85 0.17
134 132 134 0.21
121 118 121 0.19
174 177 174 0.2
301 300 301 0.21
202 204 202 0.18
64 66 64 0.13
46 45 46 0.1
13 12 13 0.07
7 7 7 0.06
7 7 7 0.05
5 4 5 0.04
3 3 3 0.03
4 4 4 0.02
1 2 1 0.02
1 2 1 0.02
4 3 4 0.03
8 8 8 0.05
7 7 7 0.03
2 2 2 0.02
3 3 3 0.03
2 2 2 0.03
3 3 3 0.03
5 4 5 0.02
4 4 4 0.03
42 43 42 0.13
90 92 90 0.16
184 183 184 0.2
228 227 228 0.23
163 162 163 0.23
172 178 172 0.2
362 362 362 0.2
223 224 223 0.18
79 74 79 0.18
48 45 48 0.14
70 69 70 0.18
172 171 172 0.23
162 164 162 0.22
145 148 145 0.23
107 107 107 0.19
85 84 85 0.12
84 85 84 0.1
69 69 69 0.11
75 77 75 0.15
46 46 46 0.14
35 34 35 0.15
93 92 93 0.21
68 65 68 0.17
25 27 25 0.12
62 61 62 0.13
35 34 35 0.11
28 29 28 0.1
77 78 77 0.13
144 141 144 0.17
141 142 141 0.2
166 167 166 0.23
171 171 171 0.23
160 161 160 0.22
185 185 185 0.23
112 110 112 0.19
66 65 66 0.15
36 34 36 0.13
28 28 28 0.08
15 14 15 0.07
16 15 16 0.06
25 26 25 0.09
24 24 24 0.09
25 25 25 0.08
16 15 16 0.08
8 8 8 0.07
11 11 11 0.08
16 16 16 0.08
3 3 3 0.03
2 2 2 0.02
1 1 1 0.01
3 2 3 0.02
2 2 2 0.03
8 8 8 0.04
14 14 14 0.04
14 15 14 0.07
50 50 50 0.14
77 81 77 0.16
177 181 177 0.22
208 211 208 0.24
120 119 120 0.21
158 159 158 0.22
220 211 220 0.2
126 120 126 0.17
40 40 40 0.14
28 30 28 0.15
92 95 92 0.18
206 207 206 0.23
250 249 250 0.24
219 216 219 0.23
153 152 153 0.2
66 66 66 0.11
93 94 93 0.14
91 92 91 0.13
57 59 57 0.17
54 54 54 0.18
87 88 87 0.2
149 151 149 0.22
189 190 189 0.23
44 50 44 0.14
14 14 14 0.04
8 7 8 0.07
22 23 22 0.09
7 7 7 0.07
20 20 20 0.08
76 76 76 0.12
142 143 142 0.17
213 212 213 0.23
174 175 174 0.23
178 178 178 0.24
170 169 170 0.23
123 123 123 0.22
45 44 45 0.14
30 31 30 0.11
33 33 33 0.13
20 20 20 0.1
22 21 22 0.05
33 32 33 0.07
37 36 37 0.09
48 45 48 0.12
70 67 70 0.15
47 45 47 0.12
43 41 43 0.15
42 45 42 0.15
12 13 12 0.07
2 2 2 0.03
1 1 1 0.01
1 1 1 0.01
11 11 11 0.05
4 4 4 0.04
4 4 4 0.04
5 5 5 0.05
17 16 17 0.1
18 18 18 0.11
36 37 36 0.14
98 99 98 0.2
177 177 177 0.23
153 153 153 0.23
120 115 120 0.2
43 44 43 0.15
13 12 13 0.07
6 6 6 0.05
26 27 26 0.1
79 84 79 0.19
172 172 172 0.22
261 260 261 0.24
264 261 264 0.25
267 261 267 0.23
153 153 153 0.21
94 92 94 0.17
74 75 74 0.15
29 31 29 0.15
86 85 86 0.19
106 106 106 0.2
136 131 136 0.2
146 141 146 0.19
50 61 50 0.14
13 13 13 0.06
10 10 10 0.04
8 8 8 0.07
13 12 13 0.07
34 35 34 0.09
37 36 37 0.1
104 104 104 0.12
145 146 145 0.17
165 168 165 0.2
148 147 148 0.22
197 196 197 0.24
301 300 301 0.25
113 115 113 0.19
49 50 49 0.13
33 33 33 0.11
26 26 26 0.12
12 12 12 0.08
18 17 18 0.05
